Status	name	date	hq	US based?	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
B	Justia	2012	Mountain View, California, United States	x	Legal Research	n/a	n/a	Justia is an online platform that provides the community with open access to the law, legal information, and lawyers.	https://www.justia.com/	https://twitter.com/justiacom	https://angel.co/p/justia-1	https://www.crunchbase.com/organization/justia	https://www.linkedin.com/company/justia	https://www.facebook.com/justia	Internet, Legal, Legal Tech	active
good	Justice Bid	2012	Chicago, IL, USA	x	Marketplace	n/a	n/a	Strategic Sourcing: Advancing Legal Procurement. That's who we are, what we are about, and what we do.	https://JusticeBid.com	n/a	https://angel.co/company/justice-bid	https://www.crunchbase.com/organization/justice-bid	https://www.linkedin.com/company/justicebid-llc	https://www.facebook.com/JusticeBid/	n/a	active
dead	JustiServ	2014	Boston, MA, USA	x	Marketplace	Individuals	Legal Service Using Tech	Find a quality, affordable lawyer	http://justiserv.myinstapage.com/	https://twitter.com/justiserv?lang=en	https://angel.co/justiserv	https://www.crunchbase.com/organization/justiserv	https://www.linkedin.com/company/justiserv	https://www.facebook.com/justiserv	web, find-a-lawyer	inactive
B	Justly, Inc.	2015	New York, NY	x	Analytics	n/a	n/a	Justly offers legal business solutions that enhance the value of attorney-client relationships.  Our cumulative offering is built atop a comprehensive and current litigation database covering 6M+ cases spanning 10+ years from 2,000+ state and federal courts.  We offer the only solution connecting ﬁrm experience to client- and matter-level insights needed to optimize firms' business for profitability, competitiveness and client-value.  We drastically speed up matter management operations by offering a standard case assessment for any U.S. litigation matter and we vastly improve any ﬁrm's RFP responses. Ours will be the most accessible and flexible legal data source on the market and we are already working with those who might someday build their own apps on our platform.  Our platform offers easy access to a collection of analytics tools that enhance law ﬁrm profitability and competitiveness and support service model innovation:  1)  Timeline analytics - Advanced analytics for matter scoping, structuring fee arrangements and setting matter-level budgets. 2)  Clients & Prospects - Matter-level insights aggregated to deliver a comprehensive and detailed view of any company's litigation portfolio or personal caseload. 3)  Firm Reports - Insights derived from the ﬁrm's historical docket right out the box for unprecedented experience management integration and data blending (now for US state and federal litigation only).  Finally, since our insights are derived form public data, our product comes with no onboarding costs for ﬁrms.  Businesses run on data. With Justly so do law ﬁrms.	https://www.justly.com	@JustlyPriced	https://angel.co/justly-1	https://www.crunchbase.com/organization/justly-2	https://www.linkedin.com/company/justly	https://www.facebook.com/JustlyPriced/	legal tech, matter management, matter scoping, timeline analytics, experience management, client experience, prospects	inactive
dead	JustVice, Inc.	2017	Davis, California, United States	x	Marketplace	n/a	n/a	JustVice is a legal advice platform making legal advice accessible, immediate, and affordable for everyone.	https://www.justvice.com	https://twitter.com/just_vice1	https://angel.co/company/justvice	https://www.crunchbase.com/organization/justvice	https://www.linkedin.com/company/justvice/	https://www.facebook.com/JustVice	Consumer, Legal, Legal Tech, Marketplace	inactive
good	kCura	2009	Chicago, IL, USA	x	E-Discovery	n/a	n/a	E-Disocvery	https://www.kcura.com	n/a	https://angel.co/company/kcura	https://www.crunchbase.com/organization/kcura	https://www.linkedin.com/company/kcura	n/a	n/a	active
dead	Killer Kontracts	2014	USA	x	Document Automation	n/a	n/a	Killer Kontracts offers attorney-drafted contracts for any situation.	https://www.killerkontracts.com	https://twitter.com/killerkontracts	n/a	https://www.crunchbase.com/organization/killer-kontracts	n/a	https://www.facebook.com/killerkontracts	Document Management, Document Preparation, Legal, Legal Tech	inactive
B	Klarity	2017	Cambridge, MA	x	Document Automation	n/a	n/a	Klarity uses Artificial Intelligence to review sales contracts under your company legal policy. Klarity pulls contracts from your emails and databases and returns them reviewed in a Word format with annotations and redlines along with a summary. Your company experiences accelerated sales and higher compliance without having to think of contract review anymore.  Klarity was founded by Andrew Antos, a Harvard lawyer with experience from BigLaw, and Nischal Nadhamuni, a MIT Computer Science graduate with background in Artificial Intelligence. You can read Klarity's full story here and here.	http://klaritylaw.com	@klaritylaw	https://angel.co/company/klarityin	https://www.crunchbase.com/organization/klarity	https://www.linkedin.com/company/klaritylaw/	http://www.facebook.com/klaritylaw/	nlp, natural language processing, contract abstraction, contract analytics, contract review, ai, artificial intelligence	active
good	Knovos	2002	Fairfax, Virginia, United States	x	Online Dispute Resolution	n/a	n/a	Knovos is committed to providing leading technology in eDiscovery and Information Governance & Compliance.	https://www.knovos.com/	https://twitter.com/KnovosOfficial	n/a	https://www.crunchbase.com/organization/knovos	https://www.linkedin.com/company/knovos/	https://www.facebook.com/Knovos/	Big Data, Collaboration, Compliance, Document Management, Information Technology, Legal, Legal Tech, Project Management, Software	active
good	Laboralisto, Inc.	2017	San Diego, CA	x	Analytics	n/a	n/a	Laboralisto helps companies manage labor litigation cases and guides them to more successful outcomes, reducing costs and time spent. Laboralisto is a Law firm agnostic and company-centric web platform designed to improve communications between HR and in-house/external counsel, generating data-driven reports for the key stakeholders of the company.	https://www.laboralisto.com	@LaboralistoApp	https://angel.co/laboralisto	https://crunchbase.com/organization/laboralisto	https://www.linkedin.com/company/laboralisto	https://www.facebook.com/Laboralisto	latin america, labor litigation, legal analytics, insurtech, legal tech	active
B	Lateral.ly	2014	San Francisco, CA, USA	x	Marketplace	Service Providers	Legal Service Using Tech	Where firms hire associates	https://laterally.com/landing	https://twitter.com/laterallyapp?lang=en	https://angel.co/laterally	https://www.crunchbase.com/organization/laterally	https://www.linkedin.com/company/laterally	https://www.facebook.com/LaterallyApp/photos/its-a-bright-friday-at-the-laterally-office-tgif-startuplife/688732871243884/	recruiting	active
dead	Lawbooth	2014	Boulder, CO, USA	x	Marketplace	n/a	n/a	Simple and secure technology to connect clients and attorneys online.	http://www.lawbooth.com	@Lawbooth	https://www.angel.co/lawbooth	https://www.crunchbase.com/organization/congo#/entity	https://www.linkedin.com/company/law-booth---lawyers-notaries/	https://www.facebook.com/lawboothlawyers	saas, marketplace, colorado, scheduling, security, widgets, embed, integrate, legal, tech, free, lead, client, transparency, subscription	inactive
dead	Lawbrery	1900	San Francisco, CA, USA	x	Legal Education	n/a	n/a	Lawbrery is an interface for learning law in a geeked-out, interactive, and entertaining way!	http://www.thelawbrery.com/	n/a	n/a	https://www.crunchbase.com/organization/lawbrery	n/a	n/a	n/a	inactive
good	LawCloud	2014	New York, New York, United States	x	Document Automation	n/a	n/a	LawCloud offers an integrated library of user-friendly legal documents that makes legal easier and more efficient.	https://www.lawcloud.co/	n/a	https://angel.co/idisclose	https://www.crunchbase.com/organization/idisclose	https://www.linkedin.com/company/idisclose/	https://www.facebook.com/WeAreLawCloud	Crowdfunding, Document Management, Finance, Legal, Legal Tech, Security	active
good	LawCoin	n/a	Philadelphia, Pennsylvania, United States	x	Marketplace	n/a	n/a	LawCoin is a litigation finance and digital assets company.	https://lawcoinx.com	https://twitter.com/LawCoinX	https://angel.co/company/lawcoin	https://www.crunchbase.com/organization/lawcoin	https://www.linkedin.com/company/lawcoin/	n/a	Blockchain, Financial Services, FinTech, Legal, Legal Tech, Lending, Venture Capital	active
B	Lawcus	2014	San Diego, CA, USA	x	Practice Management	Service Providers	Legal Tech	Practice law without email.	http://lawcus.com/	https://twitter.com/LawcusHQ	https://angel.co/company/lawcus	https://www.crunchbase.com/organization/lawcus	https://www.linkedin.com/company/lawcus	https://www.facebook.com/lawcus	practice management	active
good	LawDeeDa	2011	Dallas, TX, USA	x	Marketplace	Individuals	Legal Service Using Tech	LawDeeDa introduces you to authentic attorneys	http://www.lawdeeda.com/	https://twitter.com/LawDeeDa	n/a	https://www.crunchbase.com/organization/lawdeeda	https://www.linkedin.com/company/lawdeeda	https://www.facebook.com/LawDeeDa/	find-a-lawyer	active
B	Lawdingo	2012	New York, NY, USA	x	Marketplace	Individuals	Legal Service Using Tech	Lawdingo helps people connect with attorneys for legal consultations over the internet.	http://www.lawdingo.com	https://twitter.com/thelawdingo	https://angel.co/lawdingo	http://www.crunchbase.com/organization/lawdingo	https://www.linkedin.com/company/lawdingo-com	https://www.facebook.com/TheLawdingo/	web, find-a-lawyer	active
dead	Lawditor.com	2014	Birmingham, AL	x	E-Discovery	n/a	n/a	Defending a lawsuit or agency audit is difficult and expensive. Finding compliance problems with Lawditor is easy and can save thousands.	http://www.lawditor.com	https://twitter.com/lawditor	n/a	https://www.crunchbase.com/organization/lawditor-com	n/a	https://www.facebook.com/lawditor	n/a	inactive
dead	LAWfone on Demand	2014	West Palm Beach	x	Marketplace	n/a	n/a	With the LAWfone app, you can have a Video consultation with an experienced attorney in your state immediately at the push of a button.	https://lawfone.com	https://twitter.com/lawfone	https://angel.co/company/demand_inc/jobs	https://www.crunchbase.com/organization/lawfone-on-demand	https://www.linkedin.com/company/lawfone-on-demand	https://www.facebook.com/lawfone/	n/a	inactive
B	Lawfty	2013	New York, NY, USA	x	Practice Management	n/a	n/a	We are building a mobile/web Pay-Per-Click marketing platform that efficiently drives leads to small personal injury firms.	http://www.lawfty.com	https://twitter.com/getlawfty?lang=en	https://angel.co/company/lawfty	https://www.crunchbase.com/organization/lawfty	https://www.linkedin.com/company/lawfty	https://www.facebook.com/lawfty/	n/a	active
dead	Lawful.ly	2013	Austin, Texas, United States	x	Legal Research	Service Providers	Legal Service Using Tech	Lawful.ly educates through the use of crowdsourced and reviewed annotations, video vignettes, and other scholarly and non-scholarly content.	http://lawful.ly	https://twitter.com/lawful_ly	https://angel.co/company/lawful-ly	https://www.crunchbase.com/organization/lawful-ly	https://www.linkedin.com/company/lawful-ly	http://www.facebook.com/pages/Lawfully/593180480707639	Crowdsourcing, Information Services, Legal, Legal Tech	inactive
good	Lawfully	n/a	New York, New York, United States	x	Document Automation	n/a	n/a	Lawfully is a legal tech company that specializes in US immigration law using artificial intelligence.	https://www.lawfully.com	https://twitter.com/lawfullytweet	https://angel.co/company/lawfully-1/jobs?src=rec	https://www.crunchbase.com/organization/lawfully	https://www.linkedin.com/company/lawfully	https://www.facebook.com/lawfullyfriends/	Legal, Legal Tech	active
good	Lawger	2014	Eugene, Oregon, United States	x	Marketplace	n/a	n/a	Lawger's technology connects people more efficiently than ever before, so legal help is quick and affordable.	https://lawger.com/	n/a	https://angel.co/lawger	https://www.crunchbase.com/organization/lawyerboom	http://www.linkedin.com/company/lawger	http://www.facebook.com/LawgerOfficial	Lead Generation, Legal, Legal Tech, Software	active
O	Lawgical			x												
B	Lawgood	2016	Los Angeles, California, United States	x	Marketplace	n/a	n/a	Lawgood makes it fast and easy for lawyers to draft and review market-driven contracts.	https://lawgood.io/	https://twitter.com/belawgood?lang=en	n/a	https://www.crunchbase.com/organization/lawgood	https://www.linkedin.com/company/lawgood/about/	https://www.facebook.com/belawgood/	Legal, Legal Tech, Software	active
B	LawGro	2015	Fremont	x	Practice Management	n/a	n/a	AI Powered Online Legal Practice Management Software	https://lawgro.com/	https://twitter.com/lawgro?lang=en	https://angel.co/company/lawgro	https://www.crunchbase.com/organization/lawgro	https://www.linkedin.com/company/lawgro/	https://www.facebook.com/lawgrowth	n/a	active
good	LawGro Inc	2015	Fremont, CA	x	Practice Management	n/a	n/a	LawGro helps law firms grow their practice. It offers a cloud & mobile based legal practice management software powered by Artificial Intelligence & driven by real time analytics. LawGro offers secured & collaborative ways to engage with your clients for more rewarding experience. Automate your practice to get more time for you & your team. LawGro frees up an average of 32% billable hours or 12+ hours a week for each user.It is ridiculously simple to get started in no time & need no credit card.  LawGro also offers a suite of software to allow Law Firms to maange their reputation.	https://lawgro.com/	@lawgro	angel.co/lawgro	www.crunchbase.com/organization/lawgro	n/a	n/a	ai, reputation management, practice management software	active
B	LawIQ	2015	Washington, District of Columbia, United States	x	Marketplace	n/a	n/a	LawIQ provides regulatory and legal data analytics and intelligence services for blue chip energy and industrial corporations	https://www.lawiq.com/	https://twitter.com/lawiqenergy	https://angel.co/company/lawiq	https://www.crunchbase.com/organization/lawiq	https://www.linkedin.com/company/lawiq/	https://www.facebook.com/public/LawIQ	Consulting, Energy, Legal, Legal Tech, Software	active
dead	LawKick	2012	Los Angeles, CA, USA	x	Marketplace	Individuals	Legal Service Using Tech	The easiest way to find a lawyer.	https://LawKick.com	https://twitter.com/LawKick	https://angel.co/lawkick	http://www.crunchbase.com/organization/lawkick	http://www.linkedin.com/company/lawkick	http://www.facebook.com/LawKick	find-a-lawyer	acquired
B	Lawline.com	2008	New York, NY, USA	x	Legal Education	n/a	n/a	Legal education	https://www.lawline.com	https://twitter.com/lawline?lang=en	n/a	https://www.crunchbase.com/organization/lawline-com	https://www.linkedin.com/company/lawline.com	https://www.facebook.com/Lawlinecle/	n/a	active
good	LawLinq, Inc.	2013	Los Angeles, CA	x	Marketplace	n/a	n/a	California State Bar Certified- Lawyer Referral Service. Connecting clients with qualified attorneys across the state of California.	https://www.lawlinq.com	n/a	n/a	https://www.crunchbase.com/organization/lawlinq	https://www.linkedin.com/company/lawlinq-inc	https://www.facebook.com/lawlinq/	n/a	active
O	Lawlytics			x												
B	LawMeets	2011	Glenside, PA	x	Legal Education	Service Providers	Legal Service Using Tech	Practical Learning for Aspiring and Practicing Lawyers	http://www.lawmeets.com/	https://twitter.com/LawMeets	n/a	https://www.crunchbase.com/organization/lawmeets	https://www.linkedin.com/company/law-meets-sports	https://www.facebook.com/LawMeets	legal education, continuing legal educaation	active
dead	Lawpolis	2013	Washington, DC, USA	x	Marketplace	Service Providers	Legal Service Using Tech	Collaborative community for lawyers	http://www.lawpolis.com/	https://twitter.com/Lawpolis	https://angel.co/lawpolis-inc	https://www.crunchbase.com/organization/lawpolis	https://www.linkedin.com/company/lawpolis	https://www.facebook.com/Lawpolis/	web, find-a-lawyer, social network	inactive
good	LAWPP, LLC	2016	Tustin, California, United States	x	Document Automation	n/a	n/a	LAWPP pushes the boundaries of technology and innovation to provide convenience for you and your clients.	https://lawpp.org	@LAWPP_LLC	https://angel.co/michael-andrew-iseri	https://www.crunchbase.com/organization/lawpp	n/a	https://www.facebook.com/RofaLawp	Legal, Legal Tech	active
O	LawRevu			x												
good	LawStud.io LLC	2014	Chicago, IL, USA	x	Marketplace	Individuals	Legal Service Using Tech	Reinventing our legal system, one bid at a time.	http://www.lawstud.io	https://twitter.com/lawstud_io	https://angel.co/lawstud-io-llc	n/a	n/a	n/a	web, find-a-lawyer	active
B	LawTrades	2013	New York, New York, United States	x	Marketplace	Individuals	Legal Service Using Tech	LawTrades is an online message-based platform that allows anyone to seamlessly find, hire, and work with lawyers.	https://www.lawtrades.com/	https://twitter.com/lawtrades?lang=en	https://angel.co/company/lawtrades	https://www.crunchbase.com/organization/lawtrades	http://www.linkedin.com/company/lawtrades-com	http://www.facebook.com/lawtrades	Information Technology, Intellectual Property, Legal, Legal Tech, Marketplace, Software, Web Apps	active
dead	Lawurli	2015	USA	x	Marketplace	n/a	n/a	Lawurli is creating the largest community of lawyers in the country.	https://lawurli.com	n/a	n/a	https://www.crunchbase.com/organization/lawurli	https://www.linkedin.com/company/lawurli/about/	n/a	Legal, Legal Tech, Marketplace	inactive
B	Lawyaw	2016	San Francisco, CA	x	Document Automation	Individuals	Legal Tech	Founded by a law firm partner and a Google search engineer, Lawyaw brings together a brilliant and diverse team of attorneys, computer scientists, social scientists, designers, linguists, and industry veterans to build the most intelligent, powerful, and intuitive drafting platform in the world.	https://www.lawyaw.com/	https://twitter.com/goLawyaw	n/a	https://www.crunchbase.com/organization/lawyaw	https://www.linkedin.com/company/mystacks-inc./	https://www.facebook.com/lawyawlegalai/	document automation, contracts, drafting,	active
B	Lawyer.com	2008	Basking Ridge, New Jersey, United States	x	Marketplace	n/a	n/a	Lawyer is an online Lawyer matching service & directory.	https://www.lawyer.com/	https://twitter.com/lawyer	https://angel.co/r/remote-friendly/lawyer/jobs	https://www.crunchbase.com/organization/lawyer-com	https://www.linkedin.com/company/lawyer-com/	http://www.facebook.com/lawyerdotcom/	Information Technology, Legal, Legal Tech, Marketing	active
dead	Lawyerfy	2012	New Orleans, LA, USA	x	Practice Management	n/a	n/a	We are putting our CS & JD degrees to work. The legal world won't know what hit it.	https://lawyerfy.com	https://twitter.com/lawyerfy?lang=en	n/a	https://www.crunchbase.com/organization/lawyerfy	n/a	https://www.facebook.com/lawyerfy	n/a	inactive
B	LawZam	2012	Hermosa Beach, California, United States	x	Marketplace	Individuals	Legal Service Using Tech	LawZam is a nationwide network of attorneys providing online legal consultations	https://www.lawzam.com/	https://twitter.com/lawzam?lang=en	https://angel.co/company/lawzam/jobs/563152-full-stack-developer	https://www.crunchbase.com/organization/lawzam	https://www.linkedin.com/company/lawzam-llc	https://www.facebook.com/LawZam	Internet, Legal, Legal Tech, Service Industry	active
good	LeadsOnline	n/a	Plano, Texas, United States	x	Marketplace	n/a	n/a	LeadsOnline provides actionable intelligence that impacts the increased clearance rates of Part 1 crimes for law enforcement agencies.	https://www.leadsonline.com/	https://twitter.com/leadsonlinellc	n/a	https://www.crunchbase.com/organization/leadsonline	https://www.linkedin.com/company/leadsonline/	https://www.facebook.com/pages/Leadsonline/1699930013571610	CivicTech, GovTech, Law Enforcement, Legal, Legal Tech	active
B	LeasePilot	2015	Boston, Massachusetts, United States	x	Document Automation	n/a	n/a	LeasePilot develops software solutions for commercial real estate lease drafting and revision.	https://leasepilot.co/about-us/	https://twitter.com/theleasepilot?lang=en	https://angel.co/company/gadfly-legal-technologies	https://www.crunchbase.com/organization/leasepilot	https://www.linkedin.com/company/leasepilot/	https://www.facebook.com/LeasePilot/	Leasing, Legal, Legal Tech, Real Estate, Software	active
good	Legable	n/a	Brooklyn, New York, United States	x	Document Automation	n/a	n/a	Automated legal document analysis and annotation for consumers.	http://legable.io	https://twitter.com/hashtag/legible	https://angel.co/company/legable	https://www.crunchbase.com/organization/legable	https://www.linkedin.com/company/	n/a	Legal, Legal Tech	active
O	Legably			x												
O	Legal Analytics Corporation			x												
dead	Legal Chrome	2014	Chicago, IL, USA	x	Analytics	n/a	n/a	Legal Chrome provides big data analytics for legal professionals to speed up legal their case research with highly accurate and relevant cases.	https://patent-chrome.com	n/a	https://angel.co/company/legal-chrome	https://www.crunchbase.com/organization/legal-chrome	n/a	n/a	n/a	inactive
O	Legal Document Server			x												
B	Legal Equalizer	2015	Atlanta, Georgia, United States	x	Marketplace	n/a	n/a	Legal Equalizer is an app that records your encounters with Police and provides information on your legal rights.	https://www.legaleqapp.com	n/a	https://angel.co/company/legal-equalizer-1/jobs	https://www.crunchbase.com/organization/legal-equalizer	https://www.linkedin.com/company/legalequalizer%C2%AE/about/	https://www.facebook.com/LegalEqualizer	Consulting, Legal, Legal Tech, Mobile Apps, Non Profit	active
good	Legal Interactive Services	2011	Melbourne, FL, USA	x	Legal Education	n/a	n/a	Legal education	https://www.interactivelegal.com	https://twitter.com/lsctweets/status/596366384482750464	https://angel.co/company/legalio	https://www.crunchbase.com/organization/interactive-services	https://www.linkedin.com/company/interactive-legal	http://www.legaltxts.com/court-recognizes-facebook-as-an-interactive-computer-service/	n/a	active
good	Legal Passage	2014	Oakland, CA, USA	x	Marketplace	n/a	n/a	A scalable solution for better divorces. Legal Passage educates consumer and breaks down the divorce process into milestones and allows customers to more efficiently consume legal advice when needed.	http://www.legalpassage.com/	n/a	n/a	https://www.crunchbase.com/organization/legal-passage	https://www.linkedin.com/company/passagelaw	https://www.facebook.com/Passagelaw/services/	n/a	active
O	Legal Publish			x												
review	Legal Research Center	n/a	Minneapolis, Minnesota, United States	x	Marketplace	n/a	n/a	LegalResearch.com, a division of Legal Research Center, Inc., brings together a powerful legal research.	https://www.legalresearch.com	n/a	n/a	https://www.crunchbase.com/organization/legal-research-center	https://www.linkedin.com/company/legal-research-center/about/	https://www.facebook.com/pg/LegalResearchCenter/about/?ref=page_internal	Consulting, Legal, Legal Tech	active
B	Legal Robot	2015	Vallejo, California, United States	x	Analytics	n/a	n/a	Legal Robot uses machine learning techniques like deep learning to understand legal language.	https://legalrobot.com/	https://twitter.com/legalrobot?lang=en	https://angel.co/company/legal-robot	https://www.crunchbase.com/organization/legal-robot	https://www.linkedin.com/company/legal-robot	https://www.facebook.com/LegalRobot?_rdr=p	Artificial Intelligence, Legal, Legal Tech, Machine Learning	active
O	Legal Shield			x												
dead	Legal Simplicity	2013	New York, NY, USA	x	Document Automation	Service Providers	Legal Service Using Tech	M&A Settlement Software for Attorneys	https://legalsimplicity.co/	https://twitter.com/LegalSimplicity	n/a	http://www.crunchbase.com/organization/legal-simplicity	http://www.linkedin.com/company/legal-simplicity	https://www.facebook.com/SimplicityLegal/	margers & acquisitions	inactive
dead	Legal Space	2015	San Mateo, California, United States	x	Marketplace	n/a	n/a	Legal Space is a safe and reliable virtual resource to help resolve legal issues online.	https://legalspace.world/	n/a	n/a	https://www.crunchbase.com/organization/legal-space	https://www.linkedin.com/company/law&gauge	https://www.facebook.com/Legal-Space-468707986637000	Information Services, Legal, Legal Tech	inactive
review	Legal Talk Network	2013	Denver, Colorado, United States	x	Legal Education	n/a	n/a	Legal Talk Network is an online media network for legal professionals.	https://legaltalknetwork.com/	n/a	n/a	https://www.crunchbase.com/organization/legal-talk-network	https://www.linkedin.com/company/legal-talk-network/	https://www.facebook.com/legaltalknetwork	Education, Legal, Legal Tech	active
B	Legal.io	2014	San Francisco, California, United States	x	Marketplace	n/a	n/a	Legal.io is used by organizations and professionals to deliver legal services seamlessly, from Intake to Outcome.	https://www.legal.io/	https://twitter.com/Legal_io	https://angel.co/company/legalio	https://www.crunchbase.com/organization/legal-io	https://www.linkedin.com/company/legal-io	https://www.facebook.com/legalio/	Legal, Legal Tech	active
B	LegalClick	2014	Miami Beach, FL, USA	x	Marketplace	n/a	n/a	Marketplace	https://www.legalclick.com	https://twitter.com/legalclick?lang=en	https://angel.co/company/legalclick	https://www.crunchbase.com/organization/legalclick	https://www.linkedin.com/company/legalclick/about/	https://www.facebook.com/LegalClickApp	n/a	active
dead	LegalCrunch	2013	East Brunswick	x	Document Automation	Individuals	Legal Service Using Tech	Clear your criminal record.	http://www.legalcrunch.com/	https://twitter.com/LegalCrunchInfo	https://angel.co/company/legalcrunch-1	https://www.crunchbase.com/organization/legalcrunch	n/a	https://www.facebook.com/Legalcrunch/	criminal record, expungement, clear	inactive
good	Legalese 2.0	2014	San Francisco, CA, USA	x	Document Automation	n/a	n/a	Software is eating law. At Legalese, computer scientists and lawyers are defining computational legal. Legalese is an open-source project to draft legal documents the way programmers develop software. Our first product is a SaaS app for entrepreneurs to configure and engross all the paperwork for an angel or seed round — we're talking shareholders agreements, corporate resolutions and amendments, rights notices, as well as prerequisites like ESOPs and vesting, all compiled from high-level expressions.	https://legalese.com	@Legalese	https://angel.co/legalese	https://www.crunchbase.com/organization/legalese#/entity	n/a	n/a	computational legal	active
dead	LegalEZ	2013	New Orleans, LA, USA	x	Legal Education	n/a	n/a	We are building a one of a kind beautiful, simple app for law students to use when studying, reading, writing, and using note cards. Think iBooks 3 meets Notability with some of the features of Workflowy and Inkling as well as some specific functions only relevant to the study of law.	http://www.thelawschoolapp.com/	n/a	n/a	n/a	n/a	n/a	n/a	acquired
O	Legalinc			x												
good	LegalMation	n/a	Los Angeles, California, United States	x	Practice Management	n/a	n/a	LegalMation is an AI technology company that provides tools to help attorneys and legal professionals automate routine litigation tasks.	https://www.legalmation.com/	https://twitter.com/legalmation?lang=en	n/a	https://www.crunchbase.com/organization/legalmation	https://www.linkedin.com/company/legalmation/	n/a	Artificial Intelligence, Information Technology, Legal, Legal Tech, Software	active
dead	LegalOptics	2017	Tampa, Florida, United States	x	Marketplace	n/a	n/a	LegalOptics helps consumers find the right attorney by providing a more-granular analysis of their records.	https://www.legaloptics.com/	@legaloptics	https://angel.co/company/legaloptics	https://www.crunchbase.com/organization/legaloptics	n/a	https://www.facebook.com/LegalOptics-1856487411282384/	Consulting, Legal, Legal Tech	inactive
good	Legalosity	2014	Arlington, Virginia	x	Marketplace	n/a	n/a	Use analytics to hire top legal talent	https://legalosity,com	https://twitter.com/legalosity	n/a	https://www.crunchbase.com/organization/legalosity	https://www.linkedin.com/company/legalosity/	https://www.facebook.com/pages/Corporate-Counsel-of-Legalosity/188795241144717	n/a	active
duplicate	LegalPassage	n/a	Oakland, California, United States	x	Document Automation	n/a	n/a	Legal Passage educates and breaks down the divorce process into milestones and allows customers to more efficiently consume legal advice.	https://www.legalpassage.com/	n/a	n/a	https://www.crunchbase.com/organization/legal-passage	https://www.linkedin.com/company/legalpassage	https://www.facebook.com/legalpassage	Legal, Legal Tech, SaaS, Software	active
dead	LegalQ	2015	Henderson, Nevada, United States	x	Marketplace	n/a	n/a	LegalQ is an online site advertising attorneys flat fees and attorney reviews.	http://www.legalq.net/	https://twitter.com/legalq_	n/a	https://www.crunchbase.com/organization/legalq	https://www.linkedin.com/company/legalqapp	https://www.facebook.com/LegalQ.net?ref=hl	Advertising, Legal, Legal Tech, Marketing, Marketplace	inactive
dead	Legalr	n/a	New York, New York, United States	x	Analytics	n/a	n/a	Legalr is a legal database developing a platform that allows anyone to easily access and understand the laws that affect their lives.	http://www.legalr.co	n/a	n/a	https://www.crunchbase.com/organization/legalr	https://www.linkedin.com/company/simplelaw-org	n/a	Database, Information Technology, Legal, Legal Tech	inactive
good	LegalReach	2012	San Francisco, CA, USA	x	Marketplace	Service Providers	Legal Service Using Tech	A professional, private network designed for attorneys.	http://www.legalreach.com	https://twitter.com/legalreach	https://angel.co/legalreach	http://www.crunchbase.com/organization/legalreach	n/a	https://www.facebook.com/legalreachdirectory	web, find-a-lawyer, social network, referral	active
B	LegalServer	2001	Chicago, Illinois, United States	x	Practice Management	n/a	n/a	LegalServer is a web-based case management platform for the legal aid community.	https://www.legalserver.org/	https://twitter.com/legalserver?lang=en	n/a	https://www.crunchbase.com/organization/legalserver	https://www.linkedin.com/company/legalserver/	https://www.facebook.com/LegalServer/	Information Services, Legal, Legal Tech, Software	active
B	LegalSifter	2013	Pittsburgh	x	Analytics	Service Providers	Legal Tech	LegalSifter reviews contracts in a minute or two using artificial intelligence and the advice of a client’s lawyers and leaders. Clients start by uploading draft contracts that they are negotiating, particularly those written on other party’s paper. Sifters – software trained to read text that learns over time – review the draft contract and identify important legal and business concepts that demand attention or are missing entirely. The Sifters trigger Help Text, in-context advice tailored to the client’s business and negotiation position.	http://www.legalsifter.com	https://twitter.com/LegalSifter	https://angel.co/legalsifter	https://www.crunchbase.com/organization/legalsifter	http://www.linkedin.com/company/legalsifter	https://www.facebook.com/legalsifter/	document review, contract automation, contract review	active
good	LegalTap - On Demand Legal	2015	San Diego, California, United States	x	Marketplace	n/a	n/a	LegalTap connects the public with access to affordable self help legal services that would otherwise be difficult to find.	https://www.legaltap.org/	https://twitter.com/legaltap?lang=en	n/a	https://www.crunchbase.com/organization/legaltap	https://www.linkedin.com/company/6431096	https://www.facebook.com/pages/LegalTap/871603896212403	Apps, Information Services, Legal, Legal Tech	inactive
B	LegalZoom.com	2011	Glendale, California, United States	x	Marketplace	n/a	n/a	LegalZoom is a technology platform giving access to professional legal advice so people can protect what matters most.	https://www.legalzoom.com/	https://twitter.com/LegalZoom	https://angel.co/company/legalzoom-com/funding	https://www.crunchbase.com/organization/legalzoom-com	http://www.linkedin.com/company/legalzoom	http://www.facebook.com/LegalZoom	Consulting, Legal, Legal Tech, Professional Services	active
review	Legility	n/a	Brentwood, Tennessee, United States	x	Analytics	n/a	n/a	Legility provides consulting, technology, managed solutions, and flexible legal talent engagement services to corporations and law firms.	https://legility.com/	https://twitter.com/LegilityLaw	n/a	https://www.crunchbase.com/organization/legility	https://www.linkedin.com/company/legility/	https://www.facebook.com/counseloncall/	Consulting, Information Technology, Legal, Legal Tech, Professional Services	active
